rMAGs,Completeness (%),Contamination (%),EGS (Mbp),group,phylum,class,order,family,genus,avg_rpkm
ERR599163_bin.9,95.90620032,0,3.831788756,Marine,Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__MB11C04,g__MB11C04,1.836870735
ERR599164_bin.18,76.60375119,2.136752137,1.847325181,Marine,SAR324,c__SAR324,o__SAR324,f__NAC60-12,g__Arctic96AD-7,1.513387576
ERR599164_bin.9,81.89655172,1.724137931,3.593843124,Marine,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halomonadaceae,g__Halomonas,0.194910748
ERR599167_bin.14,96.79933665,0.124378109,2.68174488,Marine,Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Casp-alpha2,g__Casp-alpha2,0.025513064
ERR599167_bin.15,88.15261044,0,1.031456692,Marine,Proteobacteria,c__Alphaproteobacteria,o__Pelagibacterales,f__Pelagibacteraceae,g__AAA240-E13,0.769527202
ERR599167_bin.2,80.17570665,0,3.082468622,Marine,Marinisomatota,c__Marinisomatia,o__Marinisomatales,f__UBA1611,g__UBA2134,0.175693943
ERR599167_bin.20,97.43589744,2.564102564,3.627027634,Marine,Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__UBA823,g__UBA2161,0.026546257
ERR599167_bin.22,87.19841652,3.42039801,5.116582859,Marine,Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__UBA2165,g__GCA-2687515,0.012936524
ERR599167_bin.25,96.58119658,1.282051282,2.143287154,Marine,Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__MedAcidi-G1,g__UBA3125,0.249741141
ERR599167_bin.28,96.03960396,1.98019802,3.819471469,Marine,Chloroflexota,c__Dehalococcoidia,o__SAR202,f__UBA11138,g__UBA2160,0.019525167
ERR599167_bin.29,77.95733678,1.098901099,2.337494287,Marine,Marinisomatota,c__Marinisomatia,o__Marinisomatales,f__S15-B10,g__UBA2125,0.530877824
ERR599167_bin.3,84.80348035,3.894389439,1.072452928,Marine,Chloroflexota,c__Dehalococcoidia,o__Dehalococcoidales,f__UBA2162,g__UBA2162,0.022225986
ERR599167_bin.34,82.16510903,0.934579439,1.070082986,Marine,Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__GW2011-AR4,g__GCA-2688925,0.046326302
ERR599167_bin.40,77.72990271,4.675925926,4.001080551,Marine,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__HTCC2089,g__UBA2168,0.010623351
ERR599167_bin.41,97.56097561,0.609756098,2.343561565,Marine,Proteobacteria,c__Gammaproteobacteria,o__Arenicellales,f__UBA5680,g__UBA5680,0.266481893
ERR599167_bin.43,89.70355731,4.666666667,4.399142796,Marine,Proteobacteria,c__Alphaproteobacteria,o__UBA2966,f__UBA2966,g__GCA-2690215,0.017550238
ERR599167_bin.44,82.78388278,0,2.068215385,Marine,Marinisomatota,c__Marinisomatia,o__Marinisomatales,f__TCS55,g__UBA2126,0.551677566
ERR599167_bin.6,91.16465863,1.385220024,1.180091554,Marine,Proteobacteria,c__Alphaproteobacteria,o__Pelagibacterales,f__Pelagibacteraceae,g__AG-414-E02,0.831049394
ERR599169_bin.7,85.44753086,1.080246914,2.857274014,Marine,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__HTCC2089,g__UBA4421,1.452670533
ERR599172_bin.11,82.8,0,1.231555556,Marine,Thermoplasmatota,c__Poseidoniia,o__MGIII,f__CG-Epi1,g__CG-Epi1,0.24288948
ERR599172_bin.14,90.96273292,0.869565217,1.902344809,Marine,Proteobacteria,c__Alphaproteobacteria,o__Micavibrionales,f__Micavibrionaceae,g__UBA2137,0.042854082
ERR599172_bin.18,96.58119658,2.136752137,2.354078175,Marine,Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__MedAcidi-G1,g__S20-B6,0.358126037
ERR599172_bin.2,96.34146341,1.829268293,2.761672636,Marine,Proteobacteria,c__Gammaproteobacteria,o__Arenicellales,f__UBA868,g__UBA868,0.074273317
ERR599172_bin.23,93.08695652,2.768115942,1.667991944,Marine,Proteobacteria,c__Alphaproteobacteria,o__UBA11136,f__UBA11136,g__UBA11136,0.151190621
ERR599172_bin.29,86.74854557,0.064641241,2.227301934,Marine,Marinisomatota,c__Marinisomatia,o__Marinisomatales,f__S15-B10,g__UBA2146,0.181806613
ERR599172_bin.3,96.4516129,0.64516129,3.12677618,Marine,Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__UBA2156,g__UBA2156,0.133550694
ERR599172_bin.31,89.01098901,1.098901099,2.224391947,Marine,Marinisomatota,c__Marinisomatia,o__Marinisomatales,f__TCS55,g__TCS55,0.213568198
ERR599172_bin.32,89.69017094,3.4662868,1.971878183,Marine,Nitrospinota,c__Nitrospinia,o__Nitrospinales,f__Nitrospinaceae,g__Nitromaritima,0.132620638
ERR599172_bin.6,94.95798319,0,1.812609053,Marine,Proteobacteria,c__Alphaproteobacteria,o__UBA1280,f__UBA2136,g__UBA2136,0.037646337
ERR599172_bin.9,75.49111808,0,0.536384955,Marine,Patescibacteria,c__Paceibacteria,o__UBA9983_A,f__UBA2163,g__UBA2163,0.012454537
ERR671919_bin.10,95.25,3.85,4.048599269,Soil,Actinobacteriota,c__UBA4738,o__CADDZG01,f__WHSQ01,g__,0.171613767
ERR671919_bin.5,77.76,4.93,2.433102325,Soil,Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__Nitrososphaera,0.677252766
ERR671919_bin.7,96.58,1.28,5.26346018,Soil,Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__JACDCH01,g__,0.427433337
ERR671919_bin.9,88.11,1.29,2.676197739,Soil,Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__TH5896,0.359254156
ERR8977345_bin.11,96.81372549,0.980392157,2.525707107,WWTP,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Kaistella,0.08842644
ERR8977345_bin.18,80.22297396,5.595512083,1.653987998,WWTP,Firmicutes,c__Negativicutes,o__Veillonellales,f__Dialisteraceae,g__Dialister,0.32893524
ERR8977345_bin.29,87.45609834,1.62835249,2.526166913,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Moraxella_A,0.204581188
ERR8977345_bin.32,88.91057872,3.408029879,2.449216227,WWTP,Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Akkermansiaceae,g__Akkermansia,0.819344176
ERR8977345_bin.7,93.01075269,1.075268817,3.013965354,WWTP,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Empedobacter,0.247428835
ERR8977360_bin.17,81.10318792,2.135448444,1.544828132,WWTP,Firmicutes,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__UBA2658,0.064717357
ERR8977360_bin.19,84.07279283,1.422155689,1.895144349,WWTP,Firmicutes,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium,0.354010886
ERR8977360_bin.34,82.49377694,2.941176471,5.590572768,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Comamonas,0.199792469
ERR8977360_bin.35,97.43589744,0.427350427,2.392107529,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae,g__26B,0.414289702
ERR8977360_bin.6,90.61181435,0.810917722,3.101921637,WWTP,Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,0.370285055
ERR8977360_bin.7,76.14552258,5.062305296,2.14416228,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Brachymonas,0.497903482
ERR8977404_bin.11,81.50470219,0,2.41181545,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__CTSOIL-112,1.135085068
ERR8977404_bin.12,90.0606364,4.303515799,2.176452131,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Brachymonas,0.417283068
ERR8977404_bin.17,79.7258915,3.239637075,2.276889953,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,1.977118465
ERR8977404_bin.2,88.74172185,2.152317881,3.502324939,WWTP,Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Propionibacteriaceae,g__Brooklawnia,0.421566892
ERR8977404_bin.20,93.59433943,3.051948052,5.068756821,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,6.47081812
ERR8977404_bin.21,98.08219178,4.222983257,2.802773104,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,3.332384431
ERR8977404_bin.9,87.53151261,1.569190895,2.797248327,WWTP,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Cloacibacterium,1.393855575
ERR8977421_bin.10,92.77389277,2.342657343,1.748080855,WWTP,Firmicutes,c__Clostridia,o__Peptostreptococcales,f__Filifactoraceae,g__,0.112654172
ERR8977421_bin.17,84.48275862,1.724137931,3.468894896,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae,g__Vitreoscilla,0.843826234
ERR8977421_bin.3,97.30392157,0.95430169,2.508436757,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae,g__Neisseria,0.573837482
ERR8977433_bin.14,99.36305732,0,2.748496346,WWTP,Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA1066,0.05327971
ERR8977433_bin.17,90.34116418,2.794879171,2.353818263,WWTP,Firmicutes,c__Negativicutes,o__Veillonellales,f__Dialisteraceae,g__Dialister,0.055425398
ERR8977433_bin.19,77.95310103,0.690335306,2.495940986,WWTP,Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__,0.050467329
ERR8977433_bin.2,97.68907563,4.131652661,3.76007829,WWTP,Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Butyrivibrio,0.152831742
ERR8977433_bin.24,84.26966292,0,1.7023386,WWTP,Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,0.647387108
ERR8977433_bin.27,81.95427808,1.265822785,1.800855348,WWTP,Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__,0.02912323
ERR8977433_bin.29,99.04761905,1.26984127,2.010545466,WWTP,Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Bulleidia,0.031020427
ERR8977433_bin.32,84.70803991,0.938967136,2.263325826,WWTP,Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriaceae,g__UBA7485,0.124271208
ERR8977433_bin.41,93.87289936,1.796407186,2.304967082,WWTP,Firmicutes,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__,0.138083396
ERR8977433_bin.44,97.02380952,0.496031746,2.661858277,WWTP,Desulfobacterota,c__Desulfobulbia,o__Desulfobulbales,f__Desulfobulbaceae,g__Desulfobulbus,0.242535602
ERR8977433_bin.49,95.66037736,1.446540881,2.028220274,WWTP,Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus_A,0.398425538
SL254680_bin.11,98.14241486,0.464396285,3.375494198,Surface,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Comamonas,0.136849828
SL254680_bin.17,100,0,4.394464,Surface,Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Dysgonomonadaceae,g__Dysgonomonas,0.066062898
SL254680_bin.18,98.5566207,1.330698498,4.960817715,Surface,Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Citrobacter,0.178949044
SL254680_bin.2,100,0,4.018506,Surface,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Alcaligenes,0.041133245
SL254680_bin.3,99.84126984,1.693121693,6.594548041,Surface,Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Sphingobacterium,0.035852377
SL254681_bin.1,95.5399061,0.704225352,3.494137696,Surface,Firmicutes,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Paraclostridium,0.016533929
SL254681_bin.12,98.73417722,1.793248945,4.613334265,Surface,Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lacrimispora,0.00962484
SL254681_bin.13,95.51724138,4.827586207,4.004342681,Surface,Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_F,0.027594715
SL254681_bin.14,93.52534562,1.27688172,4.662739455,Surface,Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_T,0.128515695
SL254681_bin.2,96.95250105,1.007025761,4.115079985,Surface,Firmicutes,c__Bacilli,o__Bacillales_B,f__DSM-18226,g__Robertmurraya,0.13452966
SL254681_bin.3,98.67647059,2.113033449,5.319330309,Surface,Firmicutes,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__Paenibacillus_A,0.010802888
SL254681_bin.6,98.56321839,3.544061303,4.455910472,Surface,Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Kineothrix,0.01198198
SL254681_bin.7,91.02941176,0.720544816,5.542301678,Surface,Firmicutes,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__Paenibacillus,0.008516139
SL254681_bin.8,99.33774834,0.463576159,4.935813784,Surface,Firmicutes,c__Bacilli,o__Bacillales_A,f__Planococcaceae,g__Lysinibacillus,0.224607527
SL254681_bin.9,99.77628635,2.013422819,4.422160378,Surface,Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Anaerocolumna,0.0367391
SL254692_bin.10,92.30543029,2.056353341,5.589350571,Surface,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia,0.079779854
SL254692_bin.8,95.12418405,0.758823529,6.685778662,Surface,Firmicutes,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__Paenibacillus,0.008757716
SL254692_bin.9,99.70588235,1.208267091,6.317984702,Surface,Firmicutes,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__Paenibacillus,0.009263059
SL254705_bin.1,98.6013986,4.545454545,3.245245969,Surface,Firmicutes,c__Clostridia,o__Tissierellales,f__Tissierellaceae,g__Tissierella,0.012374035
SL254705_bin.10,93.18742476,1.436011905,4.526625243,Surface,Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Franconibacter,0.332266625
SL254705_bin.12,79.81191223,2.586206897,5.943643074,Surface,Firmicutes,c__Bacilli,o__Bacillales_B,f__DSM-18226,g__Niallia,0.060009101
SL254705_bin.14,95.82373272,1.099792492,3.817724833,Surface,Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,0.026223194
SL254705_bin.15,96.66666667,0.55187638,4.238999755,Surface,Firmicutes,c__Bacilli,o__Bacillales_A,f__Planococcaceae,g__Lysinibacillus,0.531368663
SL254705_bin.2,90.56356385,1.772453412,4.980355555,Surface,Firmicutes,c__Bacilli,o__Bacillales_B,f__DSM-18226,g__Niallia,0.051170531
SL254705_bin.3,97.77339901,1.781609195,3.778359238,Surface,Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_J,0.48023894
SL254705_bin.4,97.36471861,0.432900433,4.837177917,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_P,0.029732276
SL254705_bin.6,88.8641372,0.366666667,6.398036515,Surface,Firmicutes,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__Paenibacillus,0.007373123
SL254705_bin.8,99.98935377,0.300414657,5.184752881,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_B,0.175275683
SL254705_bin.9,93.76536867,0.711805556,4.339742318,Surface,Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Pseudescherichia,0.270304929
SL254706_bin.1,91.44614773,1.94346058,5.142786755,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,0.093293394
SL254706_bin.11,88.35886555,0,5.007687652,Surface,Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lacrimispora,0.054832884
SL254706_bin.13,97.23481541,0.965701805,4.793785449,Surface,Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__UBA7405,0.129306635
SL254706_bin.17,99.53271028,0.11682243,5.567561876,Surface,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Achromobacter,0.068908141
SL254706_bin.3,99.44920091,0.547945205,3.587062631,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,0.481003051
SL254706_bin.4,95.30201342,2.348993289,4.61137786,Surface,Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Anaerosporobacter,0.049071086
SL254706_bin.5,96.8309486,0,5.156792402,Surface,Firmicutes,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__Paenibacillus_A,0.015379562
SL254706_bin.8,99.90583804,0.141242938,5.2585862,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Agrobacterium,0.748579792
SL254740_bin.1,99.10514541,1.342281879,4.797983819,Surface,Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Anaerocolumna,0.046048106
SL254740_bin.4,98.79511998,0.954069524,3.595582424,Surface,Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_F,0.011774493
SL254752_bin.11,99.67532468,0.516528926,2.802691937,Surface,Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,0.113346603
SL254764_bin.1,91.37166366,1.766004415,2.961589906,Surface,Firmicutes,c__Bacilli,o__Bacillales_A,f__Planococcaceae,g__Solibacillus,0.034489717
SL254764_bin.10,99.71098266,0,2.859642864,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Cellulomonadaceae,g__Flavimobilis,0.031392526
SL254764_bin.19,99.36708861,2.637130802,5.278045334,Surface,Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lacrimispora,0.209443093
SL254764_bin.3,100,3.375527426,4.156547596,Surface,Firmicutes,c__Negativicutes,o__Sporomusales,f__Thermosinaceae,g__Anaerospora,0.077763503
SL254764_bin.4,96.1622807,1.644736842,2.942570415,Surface,Firmicutes,c__Bacilli,o__Exiguobacterales,f__Exiguobacteraceae,g__Exiguobacterium_A,0.166777109
SL254764_bin.6,96.24212101,1.176470588,4.512900563,Surface,Firmicutes,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__Paenibacillus_A,0.013485668
SL254764_bin.8,94.54588572,2.716277746,6.443353235,Surface,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia,0.01745618
SL254764_bin.9,99.03225806,7.419354839,4.044695033,Surface,Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_J,0.076935095
SL254808_bin.1,99.71264368,0.079741379,4.492456305,Surface,Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas,0.555040652
SL254810_bin.4,84.52907985,1.583416583,4.531151789,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,0.063221307
SL254856_bin.2,99.62121212,1.082251082,5.382532518,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_B,0.295228306
SL254856_bin.7,89.20650734,2.66470972,3.010157873,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,0.048273433
SL259825_bin.2,79.05583526,1.483113069,2.095346062,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,2.880495041
SL259827_bin.3,90.83333333,0.966386555,1.89895045,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Lawsonella,2.166506007
SL259829_bin.3,97.86910198,0.152207002,2.135121712,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,0.280169876
SL259829_bin.4,75.43685756,2.830920915,2.231508446,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,1.180426898
SL259836_bin.6,97.6036036,0.585585586,3.132696823,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Dermatophilaceae,g__Janibacter,0.364469998
SL259842_bin.6,96.73423423,0.225225225,2.36475631,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,0.726267276
SL259849_bin.3,96.98057498,0.845959596,3.580578221,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Paracoccus,0.302971335
SL259850_bin.2,76.34498723,1.436781609,2.282998024,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Moraxella_A,0.760976133
SL259851_bin.3,77.1108962,2.624113475,5.100711379,Surface,Deinococcota,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus,0.177288103
SL259851_bin.4,79.90366089,1.156069364,3.886334211,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Cellulomonadaceae,g__Actinotalea,0.077862098
SL259885_bin.3,81.80223285,2.073365231,2.502341009,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,1.002118163
SL259897_bin.2,79.65909091,1.893939394,4.290636938,Surface,Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Caulobacter,0.168384574
SL259897_bin.3,76.92391899,1.026272578,3.226921007,Surface,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Hydrotalea,0.582441443
SL259897_bin.6,80.10536244,2.130062305,5.08081021,Surface,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Aquabacterium,0.656717811
SL259899_bin.1,77.87771225,1.032110092,2.07492242,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,g__Pseudoglutamicibacter,0.197910259
SL259902_bin.2,86.50219298,1.973684211,2.053397369,Surface,Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,1.693446763
SL259909_bin.3,98.65345765,0.818181818,3.427498161,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Paracoccus,0.369076436
SL259909_bin.4,95.27264402,1.93179836,3.146588246,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,0.061410964
SL259909_bin.5,95.31914894,0.780141844,3.97672778,Surface,Deinococcota,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus,0.393016088
SL259910_bin.2,98.59813084,0.654205607,4.708645662,Surface,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Pelomonas,2.329048938
SL259912_bin.1,84.26466025,1.718737552,3.9723193,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,1.189934534
SL259916_bin.2,99.56896552,0.637121455,3.446170531,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_D,0.15549231
SL259918_bin.3,92.64264264,0.74002574,2.093298208,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,0.413781997
SL259938_bin.1,98.28939909,1.551932825,7.302269933,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Bradyrhizobium,2.787194221
SL259938_bin.4,84.71886805,3.338976263,6.788917408,Surface,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Cupriavidus,0.756753937
SL259975_bin.1,99.69457821,0.095862315,2.427401958,Surface,Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,1.717767928
SL259975_bin.2,97.28005609,0.20080062,2.487132264,Surface,Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,0.471151636
SL259975_bin.3,98.65792759,0.015605493,2.503310833,Surface,Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,2.489512874
SL259977_bin.1,99.49494949,0,3.410106761,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae,g__Microbacterium,0.920891034
SL259977_bin.4,98.68729361,0,2.549037377,Surface,Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,0.170172558
SL263353_bin.1,85.89016373,2.34440423,4.205894392,Surface,Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Pantoea,0.135485844
SL263353_bin.2,93.48995022,1.611721612,3.178010895,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,0.330016732
SL263637_bin.1,79.83545129,0.969864177,4.050760773,Surface,Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,0.025005251
SL263637_bin.2,96.78217822,0.752003772,5.227468818,Surface,Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_G,g__Bacillus_A,0.087486127
SL263637_bin.3,99.33774834,0.772626932,4.811794176,Surface,Firmicutes,c__Bacilli,o__Bacillales_A,f__Planococcaceae,g__Lysinibacillus,0.113814707
SL263637_bin.4,100,0,4.992487,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A,f__Rhizobiaceae_A,g__Ochrobactrum_A,0.563336949
SL263638_bin.1,99.11684783,0.770244249,6.39811821,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,0.076007349
SL263641_bin.1,90.21103896,1.988390397,3.266487659,Surface,Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,0.307263666
SL263641_bin.4,100,0.0456621,3.11897681,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,0.55803973
SL263641_bin.5,99.82437235,0.711403351,4.912835603,Surface,Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Pantoea,0.168871974
SL263647_bin.2,99.67213115,0,4.238104424,Surface,Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Erwinia,0.1236778
